sizeCol,sizeRow,title,number,solution,difficulty,colClues,rowClues
45,30,Frog,2413,http://static.nonograms.org/files/nonograms/large/lyagushonok_12_1_1p.png,4/10," , , , , ,5,5, , , , ,2,6,2, , , , ,1,2,1, , ,1,2,2,2,1, , ,1,2,2,2,1, , ,2,2,2,2,2, , ,1,2,2,2,1, , , , ,3,4,3, , , , , , ,16, , , , , , ,20, , , , , , ,22, , , , ,8,4,8, , , , , , ,26, , , , ,1,22,1, , , , ,1,18,1, , , , , ,3,3, , , , , , ,22, , , , , , ,20, , , , , , ,18, , , , , , ,14, , , , , , ,10, , , , , ,1,1, , , , , , ,14, , , , , , ,16, , , , ,4,6,4, , , , ,4,8,4, , , ,4,8,1,1, , , , ,3,10,3, , ,3,4,8,4,3, , ,5,4,6,4,5, , ,7,4,4,4,7, , ,8,3,4,3,8,4,4,2,4,2,4,4,4,4,1,4,1,4,4,5,3,2,2,2,3,5,5,3,1,2,1,3,5,5,2,1,2,1,2,5, , ,5,2,4,2,5, , , , ,5,8,5, , , , ,5,6,5, , , ,1,5,5,1, , , ,1,5,5,1, , , ,3,4,4,3, , , , , ,12,12, , , , , ,13,13"," , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,4,2, , , , ,2,4, , , , , , , , , , , , , , , , , , , , ,2,1,3,4, , , , ,4,3,1,2,5, , , , , , , , , , , , , , , , ,5,10,8,3,3, , , , ,3,3,8,10,8,7, , , , , , , , , , , , , ,6,7,8,4,5,5,3,2, , ,2,3,5,5,4,4,3,6, , , , , , , , , , ,4,5,3,3,4,6,3,2,5,8, , ,8,5,2,3,6,4,3,3,5,4, , , , ,4, , ,2,2,3,4,7,9,4,1,4,8,5, , ,5,8,4,1,4,4,3,4,3,2,2, , ,4,1,7,2,2,3,3,4,4,4,4,4,5,3,12,14,14,12,3,5,4,4,4,4,4,3,3,2,2,7,1,1,2,8,9,5,5,5,5,5,4,3,2,2,3,5,5,3,2,2,3,4,5,5,5,5,5,9,8,2,1,1,1,3,2,2,2,2,2,2,2,6,5,4,2,18,18,2,4,5,6,2,2,2,2,2,2,2,3,1,1"
45,30,Dinosaur,2414,http://static.nonograms.org/files/nonograms/large/dinozavr3_12_1_1p.png,5/10," , , , ,6, , , , ,9, , , , ,12, , , , ,15, , , ,8,7, , , ,8,7, , , , ,17, , , , ,16, , , ,7,4, , , , ,8, , , , ,9, , , ,5,4, , , ,4,5, , ,2,2,7, ,3,2,3,4, ,4,2,3,6, ,3,3,2,9, ,4,1,3,10, , ,3,4,11, , ,3,4,13, , ,2,4,15, , , ,3,16, , , ,3,18, , , ,2,18, , , , ,18, , , , ,19, , , ,9,10, , , ,6,11, , ,2,6,11, , ,3,6,12, , ,4,6,11, , ,4,6,12, , ,6,4,12, ,7,1,6,5, , ,7,5,4, , ,6,6,4, , ,4,6,4, , ,4,6,5, , ,4,6,4, ,5,4,6,3,5,1,7,5,2, , ,4,7,4, , ,4,5,3, , , , ,5, , , , ,5"," , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , ,13,10,10,10, , , , ,4,12, , , , , , , , , , , , , , , , , , ,3,10,3,3,6,6, , , , ,3,3, , , , , , , , , , , , ,1, , , ,5,3,2,4,5,6,10,13,15,14,8,8,14,3,9,8, , , ,4, , , , , , ,1,4,6,5,1,4,5,10,8,6,3,2,14,17,24,22,4,1,25,26,6,6,5,15,3,12, , , , ,1,3,4,5,7,8,12,1,1,2,2,3,2,3,3,3,2,1,2,2,29,29,27,4,13,4,16,14,10,7"
45,30,Hedgehog,2415,http://static.nonograms.org/files/nonograms/large/yozhik_12_1_1p.png,6/10," , , ,4,2,2,2, , ,3,2,1,2,3, , , , ,6,5,4, , , ,6,4,2,4, , , , , ,3,13, , , , , ,10,2, , , , ,10,7,2, , ,1,7,2,5,4, , ,2,7,1,2,11, , ,1,8,2,5,8, , , ,8,3,4,6, , , , ,4,4,17, , , , ,2,5,16, , , , ,1,6,15, , , , ,1,5,14, , , ,2,5,13,1, , , , ,8,11,4, , , ,1,4,10,7, , , , ,6,12,7, ,3,2,3,2,5,4, ,1,3,4,3,6,2, , ,5,5,3,5,1, , , ,6,5,2,6, , ,2,2,6,3,5, , , ,5,5,3,5, , , ,7,5,4,3, , ,3,3,6,2,3, , , ,1,4,9,5, , , , , ,5,17, , , , , ,7,16, , , , ,3,3,17, , , , ,3,4,18, , , ,1,5,16,1, , , , ,3,3,16, , , , ,3,5,16, , , , ,2,6,15, , , ,1,3,4,16, , , ,2,5,14,1, , , , , ,9,13, , , , ,4,2,15, , ,1,2,2,13,1,2,2,1,5,4,1,1, , ,1,1,2,3,3, , ,1,1,1,4,4, , , , , ,4,4"," , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2, , , , , , , , , , ,1, , , , , , , , , , , , , , , ,3,3,1,4, , , , , , , , , , ,1, , , , , , , , , , , , , , , ,3,3,2,6, , , , , , , , , , ,1, , , , , , , , , , , , , , , ,2,2,2,3,1, , , , , , , , , ,1, , ,3,2, , , , ,1, , , , , , ,2,3,3,2,6,1,1, , , ,1,1, ,4,2,5,3,1,2,7,4, ,2,1,1,6, , , , ,3,2,4,4,18,2,2, ,13,2,2,1,1,2,8,1,1,17,18,6,3,4,1,6,6,3,5, , , ,1,3,2,2,2,31,14,17,11,6,3,2,3,12,5,11,12,1,2,7,5,9,7,5,4,2,3, , , ,2,3,4,6,3,2,17,4,5,20,24,10,14,16,15,5,3,13,14,1,6,1,2,16,11,3,2,4,2, ,3,4,2,1,4,2,1,13,2,3,4,24,22,2,2,14,14,2,2,17,18,23,19,1,2,1,2,3,3,2"
25,35,Badger,2416,http://static.nonograms.org/files/nonograms/large/barsuk_12_1_1p.png,6/10," , , ,6, , , ,8, , ,3,2, , ,3,2, ,2,2,1, ,2,5,1, ,2,3,3, , ,4,2, ,9,4,2, ,13,4,1,8,4,3,1, ,4,5,6,3,4,5,5, ,5,11,3,4,3,17,2, , , ,31, , , ,29, , , ,27, , ,21,4, ,11,5,3,5,4,3,3,4,4,2,3,4,2,3,3, ,3,2,3, , ,3,3"," , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, ,2,3, , , , , , , ,1,1,2, , , , , ,2,3, , , , , , ,2,2,2, ,4,7,2,2,9,2,1,2, , , , , , ,3,5,4,5,1,1,2,2,2,6,9,2,3,3,3,2,2,7,8,9,3,2,2,5,3,4,3,6,3,3, ,2,3,5,5,2,1,2,3,8,8,7,7,7,1,1,12,11,9,7,7,7,1,2,3,11,9,6,1,2,3,14,4,2,3,8"
45,30,Parrot,2417,http://static.nonograms.org/files/nonograms/large/popugay6_12_1_1p.png,7/10," , , , , , , , , ,3, , , , , ,1,2,1,2,2, , , , , ,2,2,1,2,4, , , , , , , ,1,3,8, , , , , , , , ,2,9, , , , , , , , ,11,4, , , , , , , ,4,3,6, , , , , ,3,2,1,3,4, , , , , , ,2,2,1,9, , , , , , ,2,2,1,8, , , , , , , ,2,1,6, , , , , , , , ,9,2, , , , , , , , , ,12, , , , , , , ,3,2,5, , , , , , , ,2,4,3, , , , , , ,3,8,2,4, , , , , , ,3,9,1,6, , , , ,4,1,1,1,3,8, , , , , ,6,1,1,3,9, , , , ,4,9,2,2,3,1, , , ,3,9,3,1,1,1,2, , ,3,1,1,1,3,4,3,3, , , , ,2,3,1,1,1,13, , , , , , ,3,9,2,9, , , , ,2,9,3,1,3,2,2,1,1,1,1,1,4,1,1,3, , ,2,2,1,1,2,2,4,3, , , , , , , ,3,10,8, , , , , , , ,3,10,9, ,3,1,1,1,1,2,1,1,4, , ,4,1,1,1,2,3,1,1, , , , , , , ,5,8,6, , , , , , , ,5,7,6, , , , , , , ,3,4,6, , , , ,4,3,3,2,2,9, , , ,3,4,3,1,1,2,10, , , ,3,1,2,2,3,3,10, , , ,2,2,2,2,3,3,10, , , , , , ,2,2,2,2, , , , , , ,2,1,3,1, , , , , , ,1,2,2,1, , , , , , , ,1,2,2, , , , , , , ,2,1,1, , , , , , , ,1,2,2, , , , , , , ,2,2,2"," , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,2, , , , , , , ,2, , , , , , , , , , , , , , , , , ,4, , ,6,3, , , , ,2,1,1,2, , , , , , , , , , , , , , , , , ,3,1,8,3,2, , , , ,3,3,2,4, , , , , , , , , , , , , , , , ,4,2,10,3,2,4,4,1,11,6,4,5,6,3,2,1, , , , , , , , , , , , , ,5,4,4,1,3,4,2,3,4,3,3,2,3,5,2,7,6,4,3, , , , , , , , , ,6, ,3,6,3,4,2,3,3,6,7,4,5,4,1,7,3,5,5,4,5,1, , , , ,2,6,10,14,2,6,3,3,3,3,3,3,3,4,5,3,5,6,4,3,5,3,5,5,3,6,4,2, ,1,4,3,1,5,2,6,9,3,3,3,3,4,4,9,3,5,6,2,5,4,1,5,3,4,4,5,5,4,4,4,1,3,6,2,5,9,2,6,7,9,6,2,3,2,4,3,6,8,4,3,4,4,4,4,4,4,4,4,4"
45,30,Woodpecker,2418,http://static.nonograms.org/files/nonograms/large/dyatel3_12_1_1p.png,5/10," , , , , , ,10, , , , ,1,8,5, , , ,1,8,2,3, , ,1,4,3,5,2,1,4,3,5,2,2,3, ,2,2,4,4,5,2, , , ,5,4,6,1, , , ,5,4,4,2, , , ,5,4,2,2, , , , ,10,2,2, , , , ,10,2,4, , , , ,10,2,4, , , ,2,7,2,5, , , ,2,7,2,5, , , ,2,7,2,5, , , ,2,6,2,5, , , ,3,6,2,6, , , ,2,6,3,7, , ,2,5,1,2,8, , , ,7,1,2,8, , , ,6,1,2,9, , ,5,1,1,2,9, , ,5,1,1,2,9, , , ,5,3,2,10, , , ,6,2,2,9, , , ,6,3,1,9, , ,6,1,2,1,10, , ,6,1,3,1,10, , , ,7,2,2,10, , , ,2,7,1,9, , , ,2,7,2,10, , , ,2,7,1,10, , , ,2,7,2,9, , , ,2,7,1,10, , , ,3,6,4,9, , ,3,6,2,2,9, , ,3,6,2,4,8, ,3,6,2,2,2,7, , ,4,5,2,3,11,4,5,2,2,2,1,6, ,4,5,2,2,2,6, ,4,3,2,2,2,4,1,3,3,2,2,2,2, ,1,7,1,2,3,1, , , , ,9,4,2"," , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , ,5, , , , , , , , , ,2,2,4,2,3,5,7,1, , , , , , , , , , , , ,6, , ,5,3, , , , ,1,8,12,1,3,6,2,2,1,1,2, , , , , , , , , ,1,1,15, ,12,15,19,18,19, ,1,2,3,3,4,1,11,15,5,6,4,2,3,3, , , , , , ,37,10,16,38,17,3,5,7,2,2,3,3,4,4,3,4,5,2,20,23,26,27,5,4,5, , , , ,45,1,11,7,3,2,17,16,17,13,4,1,2,4,3,2,4,4,2,4,2,1,2,22,21,19,17,17,12,8"
12,40,Car,2419,http://static.nonograms.org/files/nonograms/large/avtomobil5_12_1_1p.png,4/10," , , , , , , , ,2, , , , , , , , ,2, , , , , , ,2,1,7, , , , , ,3,2,1,7, , , , , , ,12,9,9, , , ,5,6,7,1,3,4, ,1,3,2,4,10,3,2,5, ,1,2,4,3,9,3,4,4,5,2,2,2,8,3,2,2,4,1,3,2,2,3,3,2,2,4, , , , ,4,4,15,4,3, , , , , , , ,2,2"," , , , , , , , ,1,1, , , , , , ,3,3,2,1, , , , ,1,2,1, , , , ,3,3, , , , , , , , ,2,1,1, , ,3,2,2,2,2,3, , , ,3,3,4,5,6,7,5,5,5,2,1,2,2, ,5,4,2,2,3,3, , , , , ,2,1,3,3,6,4,2,4,2,2,4,2,4,7,7,2,1,1,1,1,1,1,1,1,1,3,4,5,6,2,4,2,2,4,2,4,7,5,5,2"
50,50,Dog in the city,2371,http://static.nonograms.org/files/nonograms/large/pyosik_v_gorode_12_1_1p.png,9/10," , , , , , , , , , , , ,3, , , , , , , , , , , ,3,1, , , , , ,5,5,1,1,5,1,1,1, , , , , ,1,2,2,2,1,5,1,1, , , , , , ,1,2,2,2,1,2,7, , , , , , ,1,4,1,2,3,1,5, , , , , , ,1,5,2,2,4,1,3, , , , , , , , , , ,21,6,1, , , , , , , , ,1,6,3,4,2, , , , , , , , , , ,3,3,1, , , , , , , , ,2,1,1,4,1, , , , , , , ,1,2,2,3,7,1, , , , , ,1,5,5,2,2,1,2,3, , , , , , ,1,6,6,2,6,2,1, , ,3,3,2,4,1,1,1,7,1,1,4,1,2,2,2,2,1,1,1,1,1,4,2,1, , , , , , ,1,4,4,1,5,8,7, , , , ,1,1,5,1,1,4,3,1,1, , , , , , , , ,1,1,5,9,7, , , ,1,2,1,1,1,1,2,10,1,1, , , , ,1,1,2,1,1,1,1,5,7, , , ,12,1,1,5,2,2,1,1,3,3, , , , , ,1,6,6,2,1,1,9,7, ,1,1,4,3,4,1,3,4,1,1,1,1, , , , , ,3,6,1,2,5,2,1,1, , , , , , ,2,3,1,5,2,10,3, , , , , ,2,1,1,1,1,1,1,23, , , , , , , , ,2,1,1,16,3, , , , , , , , ,2,1,2,12,3, , , , , , , , ,2,3,3,7,3, , , , , , , , , ,2,4,4,4, , , , , , , , , ,3,6,5,6, , , , , , , ,4,1,1,8,1,5, , , , , , , , ,8,9,3,2,4, , , , , , ,19,1,2,1,2,2,4, , , , , , , ,1,2,23,4,4,2, , , ,1,1,6,2,2,5,1,9,1,4, , , , ,11,1,1,1,3,1,8,1,5, , , , , , , , ,25,1,8,1,6, , , , , , , , ,25,1,8,1,6, , , , , , ,5,1,1,1,1,1,3, , , , , , , ,2,1,2,7,1,7, , , , ,4,4,1,2,2,5,1,1,2, ,1,2,2,1,1,2,3,1,2,1,2,1, , ,1,5,1,3,2,1,2,2,2,2,1, , , , ,2,2,2,2,2,6,1,1,1, , , , ,2,2,1,2,1,1,5,2,3, , , , ,1,5,1,4,2,1,6,2,3, , , , , ,1,2,2,1,1,2,1,17, , , , , , , , , ,4,5,6,20"," , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , ,1, ,1, , , , , ,5, ,2,2,5, , ,4,1, , , ,1, , , , , , , , , , , , , , , , , , ,1, , , , , ,5, , , , ,4, ,4, , , ,1, ,2,1,5,3,2, , ,2,1, , , ,3,2, ,3,3, , , , , , , , , , , , , , ,1, , , ,7, ,1, , , ,2,1, ,1, , ,1,3,1,7,7,3,5,1,3,1,1,2,1, , ,1,3, ,3,1, , ,2, , , , , , ,3, , , , ,1, , , ,9, ,1,1, , ,7,1, ,1, , ,1,2,4,1,1,3,1,1,4,6,2,1,5,1, ,1,1,2,1,2,2,2,11,1,1,1, ,2, ,5, , ,1,1,1, ,3, ,1,7,5,2,3,4,1,1, ,1, ,5,11,5,1,1,1,1,4,5,1,5,3,4,1,1,1,1,1,5,3,6,11,2,4,9,7,4,2,1, ,2,7,1,5,10,2, ,1,5,1,9,1,4,1,7,2,2,1,3, ,12,4,3,4,2,3,4,1,3,11,3,2,2,4,4,6,1,5,1,1,2,3,3,5,5,2,2,2,5,2,3,2,3,4,3,4, ,1,6,5,5,1,1,1,4,2,10,11,10,12,3,1,1,3,4,3,3,7,6,6,6,1,1,3,4,2,3,2,5,4,3,3,5,1,9,2,1,11,1,1,4,5,7,8,5,4,16,12,5,3,2,5,5,13,1,5,1,15,4,9,3,2,2,2,2,1,1,1,1,1,2,2,2,3,4,4,3,1,3,2,2,1,6,2,2,1,3,8,4,3,3,2,4,5,2,2,6,4,3,2,3,5,1,3,4,1,2,1,2,4,3,1,1,2,2,1,1,1,2,2,1,1,1,3,2,2,3,2,3,1,1,2,5,1,1,1,3,4,1,7,1,5,1,2,5,5,5,5,6,3,2,2,2,6,4,2,2,6,4,9"
50,50,Magic horse,2372,http://static.nonograms.org/files/nonograms/large/sivka_burka2_12_1_1p.png,6/10," , , , , ,3,29, , , ,3,2,2,1, ,2,2,2,1,4,1, , , ,3,10,1,1, , ,3,4,3,3,1, ,4,2,4,2,2,1, , , ,2,2,13,1, , , ,2,3,16,1, , , ,1,3,17,1, , , ,3,1,18,1, ,2,2,10,4,3,1, ,2,3,10,4,2,1, , ,3,2,9,7,1, , , ,5,10,6,1, , ,1,1,9,5,1, , , ,4,9,5,1, , ,2,2,9,4,1, , ,1,2,11,4,1, ,1,2,11,2,2,1, , ,2,1,12,6,1, , , ,3,13,9,1, , , ,18,4,11,1, , , , ,31,9,1, , , , ,32,8,1, , , , ,32,7,1, , , , ,33,5,2, , , ,33,5,2,1, , , ,33,4,2,2, , , , ,35,4,5, , , , ,36,4,5, ,3,8,24,1,2,5, , ,2,8,22,2,5, , ,2,7,20,6,1,2,7,3,2,9,6,1,3,6,4,8,2,2,2,8,6,6,1,2,1,1,5,6,5,2,1,1,1, ,4,5,5,2,2,1, , ,5,5,4,5,1, ,2,3,6,3,3,1, , ,2,2,5,3,1, , ,2,2,4,3,1, , ,2,1,4,2,1, , , ,2,2,3,1, , , ,2,3,2,1, , , ,2,2,2,1, , , ,3,2,2,1, , , ,2,2,2,1, , , ,2,1,2,1, , ,1,20,17,1,5"," , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,2, , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3, ,1,1,2, , , , , , , , , ,2,1,2, , ,2,1, ,2, , ,1, , , , , , , , , , , , ,1, ,1, , , , , , ,3,7,2,1,2,3,3,2, ,3,3,1,2, , ,2,3,1,2,2,4,1,5,1,1,4,1,1,12,1,1,1, ,1,1,1,1,1,1,1,1,11,1,11,1,1,1,1, , ,4,2,3,1,8,20,24,26,4,1,1,3,1,3,2,9,7,5,9,12,13,17,6,10,10,11,13,15,4,12,13,13,1,13,1,2,2,4,5,9,14,4,12,2,4,15,9,4,1,25,5,7,7,15,19,3,3,2,27,27,27,25,24,25,25,15,13,12,12,12,11,12,12,12,11,4,5,4,4,9,7,6,19,2,13,12,10,7,7,8,7,6,5,3,5,2,3,5,8,5,6,12,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,3,1,1,1,1,15"
30,30,Two roses,2373,http://static.nonograms.org/files/nonograms/large/rozi2_12_1_1p.png,7/10," , , , , , , ,2, , , , , ,3,2,2, , , , , , ,5,5, , , , ,3,3,4,2, ,2,2,2,4,3,2,2, , ,3,2,3,4,5,5, ,1,1,3,4,3,4,3, ,4,8,2,2,2,1,1,6,4,2,1,1,2,2,4, ,1,6,4,5,2,1,2, , , ,2,3,5,5,6, ,2,6,2,2,2,1,5, , , ,2,6,3,6,3, , , , ,8,4,4,5, , , , ,4,1,4,5, , , , , ,1,4,4, , , , , ,2,1,9, , , , , , ,2,6, , , , , ,1,4,4, , , , ,3,2,3,3, , , , , ,4,5,4, , , , , ,6,6,4, , , , ,8,1,4,3, , , , ,5,4,4,1, , , , , ,3,4,4, , , , , , ,2,1, , , , , , , ,2, , , , , , , ,3, , , , , , ,1,4, , , , , , ,2,3"," , , , , , , ,2, , , , , , , , , ,2, , , ,2,1, , , , , , , , , , , ,2,2,1,1, ,1,3, ,6, ,3, ,3,3, ,3,2,2,2,2, , , , , , , , , ,3,2,2,2,3, ,2,2,12,3,8,2,5,4,4,8,2,3,3,1,1,5, , , , , , , ,4,4,4,3,5,1,8,2,7,3,5,1,3,4,5,2,3,2,3,2,2,5,1,3,2, , , ,1,6,3,2,2,2,3,4,3,4,1,2,2,8,2,1,1,3,1,4,5,3,3,4,5,2,4,5,2,4,2,2,2,2,4,5,5,5,4,3,1,1,1,3,6,4,2,1,3,2,1,1,4,3,3,4,2,5,6,2"
50,50,Oru&#231; Reis,2374,http://static.nonograms.org/files/nonograms/large/barbarossa_12_1_1p.png,5/10," , , , , ,13, , ,3,4,8,1, , ,3,4,12,2,2,5,8,5,2,3,2,6,7,9,2,2, , ,3,5,7,16, ,2,6,6,12,3, ,3,5,7,11,5, ,2,6,6,11,7,3,6,6,10,5,3,2,7,5,10,6,3,2,7,5,9,6,5,3,7,4,9,7,5,3,7,4,8,7,7,4,6,4,7,8,7,4,6,4,6,8,8,3,6,3,6,9,9,3,6,3,5,9,10,4,5,3,4,10,10,3,5,7,10,9,2,3,5,6,10,10,2,3,5,5,10,10,3,3,5,4,10,11,3,3,4,3,10,12,4, ,3,7,9,12,5, , , ,19,14,5, , , , ,34,6, , , ,1,27,6, , , ,5,25,7, , ,3,3,23,7, , ,1,4,19,8,2,2,4,6,5,9,1,5,1,2,2,16, ,1,3,1,3,15, ,2,5,3,1,14,1,2,6,2,2,13, , ,4,7,4,12, ,1,2,7,3,11, ,4,2,7,1,10, ,1,2,8,2,11, , ,1,2,4,17, , ,2,3,2,21, , ,1,3,22,2, , ,2,3,24,4, , ,2,2,27,7, , ,2,3,26,10, , , ,4,26,12, , , , ,26,14, , , , ,25,16, , , , ,24,19"," , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,10,1,1,2, , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,1,23,23,1,2, , , , ,2,1, , , , ,4,11,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,10, ,5,9,1,1,1,1,24,25,1, , ,3,13,10,1, , ,5,12,8,11,2, , , , , , ,3,8,12,9,4,2,2, , , , , , , , , , , , , ,4,16,16,4,3,1,3,2,1,1,5,5,4,20,4,6,8,8, ,12,14,5,9,10, , , , ,6,4,9,14,15,17,18,21,18,1,1, , , , , , , , , , ,4,1,3,2,1,3,3,2,2,2,1,5,23,25,6,7,9,9,10,6,14,2,2,5,9,12,10,9,7,10,10,12,6,7,6,7,7,8,15,10,6, , , , , , , , , ,3,4,3,1,2,2,3,5,2,2,5,6,6,6,6,7,6,15,11,11,4,2,2,4,7,10,10,10,10,10,11,16,8,7,6,4,3,1,9,10,12,16,12,6, , , , , , ,3,2,2,2,1,1,2,3,4,7,6,6,6,7,7,8,8,9,11,30,10,11,12,13,14,25,26,27,28,17,17,1,1,2,3,4,5,6,8,8,7,7,6,6,5,5,4,3,2,1"
40,30,Illusionist,2375,http://static.nonograms.org/files/nonograms/large/fokusnik_12_1_1p.png,6/10," , , , , ,4, , , , ,2,6, , , ,4,2,2, , ,1,3,1,1, , ,1,5,1,1, , ,1,5,1,1, , , ,1,6,6, , ,1,2,10,6, , ,4,9,1,6, , ,4,8,1,7, ,2,2,7,1,7, , ,6,4,1,7, , ,5,4,4,3, , ,6,4,4,3, ,4,1,3,4,3, , ,6,3,3,4, , ,6,3,2,4, , , ,6,4,4, , , ,3,1,5, , , , ,2,14, , , , ,4,1, , , , ,1,3, , , , ,2,8, , , , ,3,7, , , ,12,4,6, , , ,14,5,5,1,1,8,1,6,4, , ,1,7,7,3, , , , ,1,6, , ,3,1,5,15, , , ,1,5,1, , , ,1,4,2, , , ,1,3,2, , , ,1,2,2, , , , ,10,3, , , , ,2,1, , , , ,2,2, , , , , ,28, , , , ,4,4, , , , ,4,4"," , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2, , , , , , , , , , , , , , , , , ,5, , , , , , , , , ,3,4,2,3, , , , , , , , , , , , , , , ,9,3, , , , , , , , ,4,6,1,5,12,4,8,5, , , , , , , , ,6,5,2,2,3,2,6, , , ,4, ,7,11,12,2,2,3,3,10,4,4, , , , , , , , ,1,9,11,15,2,2,2,6,5,4,1,5,1,1,1,1,2,3,4,3,7,7,11, , , , ,2,1,2,2,3,4,5,7,8,9,1,1,1,2,1,6,7,5,4,3,2,1,5,1,1,8,9, ,1,1,1,2,11,1,1,1,1,1,1,1,11,11,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,2,5,3,4,8,2,3"
